GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE,REGION,HPV_INT_DOSES
COUNTRIES,PLW,Palau,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,19.0,WPR,2 doses (6 months)
COUNTRIES,PAN,Panama,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34888,29802.0,85.0,AMR,2 doses (6 months)
COUNTRIES,PRY,Paraguay,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,58206,46632.0,80.0,AMR,1 dose
COUNTRIES,PER,Peru,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,276228,148050.0,0.0,AMR,1 dose
COUNTRIES,PHL,Philippines,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,POL,Poland,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,PRT,Portugal,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,58658,54668.0,93.0,EUR,2 doses (6 months)
COUNTRIES,QAT,Qatar,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KOR,South Korea,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,MDA,Moldova,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,ROU,Romania,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,RUS,Russia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,RWA,Rwanda,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,142729,97056.0,68.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,VCT,Saint Vincent and the Grenadines,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,WSM,Samoa,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,SMR,San Marino,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,152,29.0,19.0,EUR,2 doses (6 months)
COUNTRIES,STP,São Tomé and Príncipe,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SAU,Saudi Arabia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (12 months)
COUNTRIES,SEN,Senegal,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,SRB,Serbia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,SYC,Seychelles,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,688,534.0,78.0,AFR,2 doses (6 months)
COUNTRIES,SLE,Sierra Leone,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SGP,Singapore,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,25091,426.0,2.0,WPR,2 doses (6 months)
COUNTRIES,SVK,Slovakia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,SVN,Slovenia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,44.0,EUR,2 doses (6 months)
COUNTRIES,SLB,Solomon Islands,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,ZAF,South Africa,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,502784,419520.0,83.0,AFR,1 dose
COUNTRIES,ESP,Spain,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,71.0,EUR,1 dose
COUNTRIES,LKA,Sri Lanka,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,2 doses (6 months)
COUNTRIES,SUR,Suriname,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,27580,15593.0,57.0,AMR,1 dose
COUNTRIES,SWE,Sweden,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,CHE,Switzerland,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,59.0,EUR,2 doses (6 months)
COUNTRIES,TJK,Tajikistan,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,THA,Thailand,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,TLS,Timor-Leste,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,TGO,Togo,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,TON,Tonga,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,TTO,Trinidad and Tobago,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,2 doses (6 months)
COUNTRIES,TUR,Turkey,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,TKM,Turkmenistan,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,TUV,Tuvalu,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,UGA,Uganda,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,UKR,Ukraine,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,ARE,United Arab Emirates,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,GBR,United Kingdom,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,342910,308131.0,90.0,EUR,1 dose
COUNTRIES,TZA,Tanzania,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,USA,the United States of America,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,51.0,AMR,1 dose
COUNTRIES,URY,Uruguay,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,2 doses (6 months)
COUNTRIES,UZB,Uzbekistan,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,VUT,Vanuatu,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,ZMB,Zambia,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ZWE,Zimbabwe,2014.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ALB,Albania,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,AND,Andorra,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,ATG,Antigua and Barbuda,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,2 doses (6 months)
COUNTRIES,ARG,Argentina,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,339142,289736.0,85.0,AMR,1 dose
COUNTRIES,ARM,Armenia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,AUS,Australia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,136751,96873.0,71.0,WPR,1 dose
COUNTRIES,AUT,Austria,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,AZE,Azerbaijan,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,BHS,Bahamas,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,
COUNTRIES,BHR,Bahrain,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,BGD,Bangladesh,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,BRB,Barbados,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,BLR,Belarus,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BEL,Belgium,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,66.0,EUR,2 doses (6 months)
COUNTRIES,BLZ,Belize,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,BTN,Bhutan,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6851,5755.0,84.0,SEAR,1 dose
COUNTRIES,BOL,Bolivia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,BIH,Bosnia and Herzegovina,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BWA,Botswana,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,BRA,Brazil,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,1 dose
COUNTRIES,BRN,Brunei,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6755,6017.0,89.0,WPR,2 doses (6 months)
COUNTRIES,BGR,Bulgaria,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,31085,7470.0,0.0,EUR,2 doses (6 months)
COUNTRIES,BFA,Burkina Faso,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,CPV,Cabo Verde,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,KHM,Cambodia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,CMR,Cameroon,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,CAN,Canada,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,73.0,AMR,1 dose
COUNTRIES,CHL,Chile,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,COL,Colombia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2447302,1572662.0,64.0,AMR,1 dose
COUNTRIES,COK,Cook Islands,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,242,269.0,99.0,WPR,2 doses (6 months)
COUNTRIES,CRI,Costa Rica,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,2 doses (6 months)
COUNTRIES,CIV,Ivory Coast,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,HRV,Croatia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,CYP,Cyprus,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,CZE,Czech Republic,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,44041,32297.0,73.0,EUR,2 doses (6 months)
COUNTRIES,DNK,Denmark,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34507,29771.0,86.0,EUR,2 doses (6 months)
COUNTRIES,DMA,Dominica,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,DOM,Dominican Republic,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,ECU,Ecuador,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,SLV,El Salvador,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,ERI,Eritrea,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,EST,Estonia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,SWZ,Eswatini,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ETH,Ethiopia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,FJI,Fiji,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8063,7168.0,89.0,WPR,2 doses (6 months)
COUNTRIES,FIN,Finland,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,FRA,France,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,20.0,EUR,2 doses (6 months)
COUNTRIES,GMB,Gambia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,GEO,Georgia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,DEU,Germany,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,43.0,EUR,2 doses (6 months)
COUNTRIES,GRC,Greece,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,GRD,Grenada,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,GTM,Guatemala,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,GUY,Guyana,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,30335,4774.0,16.0,AMR,1 dose
COUNTRIES,HND,Honduras,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,HUN,Hungary,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,ISL,Iceland,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2109,1833.0,87.0,EUR,2 doses (6 months)
COUNTRIES,IDN,Indonesia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,IRL,Ireland,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,29974,26869.0,90.0,EUR,1 dose
COUNTRIES,ISR,Israel,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,ISR,Israel,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,2 doses (6 months)
COUNTRIES,ITA,Italy,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,277856,189182.0,68.0,EUR,2 doses (6 months)
COUNTRIES,JAM,Jamaica,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,JPN,Japan,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,583312,91015.0,16.0,WPR,2 doses (6 months)
COUNTRIES,KAZ,Kazakhstan,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,KEN,Kenya,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,KIR,Kiribati,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,KWT,Kuwait,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KGZ,Kyrgyzstan,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,LAO,Laos,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,LVA,Latvia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9166,4944.0,54.0,EUR,2 doses (6 months)
COUNTRIES,LSO,Lesotho,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,LBR,Liberia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,LBY,Libya,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,
COUNTRIES,LTU,Lithuania,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,LUX,Luxembourg,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6904,1704.0,25.0,EUR,2 doses (6 months)
COUNTRIES,MWI,Malawi,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MYS,Malaysia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,269860,243530.0,90.0,WPR,1 dose
COUNTRIES,MDV,Maldives,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,MLI,Mali,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MLT,Malta,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4299,3776.0,88.0,EUR,2 doses (6 months)
COUNTRIES,MHL,Marshall Islands,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,568,89.0,16.0,WPR,2 doses (6 months)
COUNTRIES,MRT,Mauritania,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MUS,Mauritius,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,MEX,Mexico,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1120841,1209060.0,99.0,AMR,1 dose
COUNTRIES,FSM,Micronesia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,WPR,2 doses (6 months)
COUNTRIES,MCO,Monaco,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,MNG,Mongolia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,MNE,Montenegro,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,MAR,Morocco,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,1 dose
COUNTRIES,MOZ,Mozambique,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MMR,Myanmar,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,NRU,Nauru,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,NLD,Netherlands,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,99214,64563.0,65.0,EUR,2 doses (6 months)
COUNTRIES,NZL,New Zealand,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,29340,16398.0,56.0,WPR,2 doses (6 months)
COUNTRIES,NGA,Nigeria,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,NIU,Niue,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,MKD,North Macedonia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,13124,6342.0,48.0,EUR,2 doses (6 months)
COUNTRIES,NOR,Norway,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,30261,25323.0,84.0,EUR,2 doses (6 months)
COUNTRIES,PLW,Palau,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,10.0,WPR,2 doses (6 months)
COUNTRIES,PAN,Panama,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34465,29001.0,84.0,AMR,2 doses (6 months)
COUNTRIES,PRY,Paraguay,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,117542,107410.0,91.0,AMR,1 dose
COUNTRIES,PER,Peru,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,271424,521.0,0.0,AMR,1 dose
COUNTRIES,PHL,Philippines,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,POL,Poland,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,PRT,Portugal,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,58025,54478.0,94.0,EUR,2 doses (6 months)
COUNTRIES,QAT,Qatar,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KOR,South Korea,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,MDA,Moldova,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,ROU,Romania,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,RUS,Russia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,RWA,Rwanda,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,138021,78672.0,57.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
