GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	IDN	Indonesia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	IRL	Ireland	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	29974	26869	90
COUNTRIES	IRL	Ireland	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	IRL	Ireland	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	IRL	Ireland	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	IRL	Ireland	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	ISR	Israel	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	ISR	Israel	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	ISR	Israel	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	ISR	Israel	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	ISR	Israel	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	ITA	Italy	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	277856	189182	68
COUNTRIES	ITA	Italy	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	ITA	Italy	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	273313	196558	72
COUNTRIES	ITA	Italy	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	273313	184187	67
COUNTRIES	ITA	Italy	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	JPN	Japan	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	JPN	Japan	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	JPN	Japan	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	583312	91015	16
COUNTRIES	JPN	Japan	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	JPN	Japan	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LVA	Latvia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LVA	Latvia	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	9166	4944	54
COUNTRIES	LVA	Latvia	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LVA	Latvia	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	8207	4537	55
COUNTRIES	LVA	Latvia	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LUX	Luxembourg	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	3103	1456	47
COUNTRIES	LUX	Luxembourg	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	3103	1294	42
COUNTRIES	LUX	Luxembourg	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LUX	Luxembourg	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	6904	1704	25
COUNTRIES	LUX	Luxembourg	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MYS	Malaysia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	268190	220129	82
COUNTRIES	MYS	Malaysia	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MYS	Malaysia	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	269860	243530	90
COUNTRIES	MYS	Malaysia	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	268190	228796	85
COUNTRIES	MYS	Malaysia	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	4299	3776	88
COUNTRIES	MLT	Malta	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MHL	Marshall Islands	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	525	71	14
COUNTRIES	MHL	Marshall Islands	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	525	143	27
COUNTRIES	MHL	Marshall Islands	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MHL	Marshall Islands	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	568	89	16
COUNTRIES	MHL	Marshall Islands	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	1120841	1209060	99
COUNTRIES	MEX	Mexico	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	FSM	Micronesia (Federated States of)	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	1335	231	17
COUNTRIES	FSM	Micronesia (Federated States of)	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	FSM	Micronesia (Federated States of)	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	1335	125	9
COUNTRIES	FSM	Micronesia (Federated States of)	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	FSM	Micronesia (Federated States of)	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MNG	Mongolia	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MNG	Mongolia	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MNG	Mongolia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MNG	Mongolia	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MNG	Mongolia	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MNE	Montenegro	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MNE	Montenegro	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MNE	Montenegro	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MNE	Montenegro	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MNE	Montenegro	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MAR	Morocco	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MAR	Morocco	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MAR	Morocco	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MAR	Morocco	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MAR	Morocco	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MOZ	Mozambique	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MOZ	Mozambique	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MOZ	Mozambique	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MOZ	Mozambique	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MOZ	Mozambique	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MMR	Myanmar	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MMR	Myanmar	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MMR	Myanmar	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MMR	Myanmar	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MMR	Myanmar	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	NRU	Nauru	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	NRU	Nauru	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	NRU	Nauru	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	NRU	Nauru	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NRU	Nauru	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	NLD	Netherlands (Kingdom of the)	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	98855	56427	57
COUNTRIES	NLD	Netherlands (Kingdom of the)	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	99214	64563	65
COUNTRIES	NLD	Netherlands (Kingdom of the)	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	NLD	Netherlands (Kingdom of the)	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NLD	Netherlands (Kingdom of the)	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	98855	62838	64
COUNTRIES	NZL	New Zealand	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	29797	14847	50
COUNTRIES	NZL	New Zealand	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NZL	New Zealand	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	29797	13776	46
COUNTRIES	NZL	New Zealand	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	29340	16398	56
COUNTRIES	NZL	New Zealand	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	NGA	Nigeria	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	NGA	Nigeria	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NGA	Nigeria	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	NGA	Nigeria	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	NGA	Nigeria	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	NIU	Niue	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NIU	Niue	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	NIU	Niue	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	NIU	Niue	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	NIU	Niue	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MKD	North Macedonia	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13124	6342	48
COUNTRIES	MKD	North Macedonia	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13760	6100	44
COUNTRIES	MKD	North Macedonia	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MKD	North Macedonia	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MKD	North Macedonia	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13760	4293	31
COUNTRIES	NOR	Norway	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	30999	22632	73
COUNTRIES	NOR	Norway	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	30999	22098	71
COUNTRIES	NOR	Norway	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	NOR	Norway	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	30261	25323	84
COUNTRIES	NOR	Norway	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	PLW	Palau	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			10
COUNTRIES	PLW	Palau	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	PLW	Palau	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			8
COUNTRIES	PLW	Palau	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			10
COUNTRIES	PLW	Palau	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	PAN	Panama	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	34465	29001	84
COUNTRIES	PAN	Panama	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	PAN	Panama	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	PAN	Panama	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	PAN	Panama	2013	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	PRY	Paraguay	2013	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	PRY	Paraguay	2013	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	117542	107410	91
COUNTRIES	PRY	Paraguay	2013	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	PRY	Paraguay	2013	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
